濛	水草丶
梌	未知
㻬	未知
团	丨乛一丨
湍	水丨乛丨
抟	手一一
彖	乛乛一丿
疃	丨乛丶一
猯	未知
煓	未知
推	手人丶
退	乛一丶乛
腿	月乛一一
颓	丿一一丿
褪	丶乛乛一
蜕	丨乛丶丿
煺	丶丿乛一
魋	未知
吞	一一口口
屯	一乛丨乛
臀	乛一月月
豚	月一丿乛
饨	丿乛一乛
暾	日丶一
鲀	丿乛一乛
坉	未知
忳	未知
焞	未知
脱	月丶丿口
托	手丿一
拖	手丿一
妥	丿丶乛丿
陀	乛丨丶丶
驼	乛乛丶丶
唾	口丿一丨
佗	人丶丶乛
椭	木乛丨一
坨	土丶丶
沱	水丶丶乛
砣	一丿丶丶
鸵	丿乛丶丶
跎	口丨丶丶
柁	木丶丶乛
酡	一丨丶丶
橐	一丨一丿
柝	木丿丿一
侂	未知
鼍	口丨口丨
庹	丶一乛一
箨	丿一手
萚	未知
圫	土丿一
哇	口土
瓦	一乛乛丶
娃	乛丿土
挖	手丶丶
袜	丶乛一一
蛙	丨乛土
娲	乛丿口丨
洼	水土
佤	人一乛乛
窊	未知
腽	月日丨
坬	土丿丿
畖	丨乛丿丿
外	丿乛丨丶
歪	一丿一丨
崴	丨乛一丿
完	丶丶一一
晚	日丿乛
玩	一一一一
弯	丶一乛一
碗	一丿丶丶
湾	水丶一丨
婉	乛丿丶丶
挽	手丿乛
腕	月丶丶乛
宛	丶丶丿乛
顽	一一一丿
丸	丿乛丶丶
惋	丶丶丶丶
蜿	丨乛丶丶
琬	一一丶丶
纨	乛乛丿乛
婠	乛丿丶丶
皖	丿丨丶丶
绾	乛乛丶丶
剜	丶丶丨丨
菀	草丶丶
豌	一丨丶丶
畹	丨乛丶丶
烷	丶丿丶丶
脘	月丶丶乛
芄	草丿乛
塆	土丶一
椀	木丶丶
王	一一丨一
望	丶一一一
往	丿丿丶一
忘	丶一丶乛
网	丨乛丿丶
亡	丶一乛乛
汪	水一一丨
妄	丶一乛丿
旺	日一一
枉	木一一丨
惘	丶丶丨乛
罔	丨乛丶丿
魍	丿丨丨乛
尢	一丿乛乛
辋	一乛丨乛
尪	未知
为	丶丿乛丶
位	人丶一丶
微	丿丿丨乛
未	一一丨丿
围	丨乛一一
卫	乛丨一一
威	一丿一乛
味	口一一丨
维	乛乛人丶
危	丿乛乛乛
委	丿一乛丿
伟	人一一乛
谓	丶乛丨乛
唯	口人丶一
慰	乛一丶乛
尾	乛一丿一
喂	口丨乛一
魏	丿一丿丨
薇	草丿丿
惟	丶丶人丶
违	一一丶乛
韦	一一乛丨
畏	丨乛一乛
伪	人丶丿乛
尉	乛一一丨
胃	丨乛月月
巍	丨乛丿一
蔚	草乛一
偎	人丨乛一
萎	草丿一
苇	草一一
炜	丶丿一一
玮	一一一一
猥	丿乛丨乛
娓	乛丿乛一
帷	丨乛人丶
纬	乛乛一一
渭	水丨乛一
桅	木丿乛一
嵬	丨乛丿丨
猬	丿乛丨乛
隗	乛丨丿丨
葳	草一丿
痿	丶一丿一
闱	丶丨一一
煨	丶丿丨乛
诿	丶乛丿一
韪	日一一
逶	丿一丶乛
帏	丨乛一一
圩	土一一
潍	水乛乛一
溦	未知
鲔	丿乛一丿
艉	丿丿乛一
隈	乛丨丨乛
洧	水一丿月
沩	水丶丿乛
廆	未知
霨	未知
涠	水丨乛一
亹	未知
碨	未知
煟	未知
琟	未知
硙	未知
薳	未知
峗	未知
洈	未知
螱	未知
鳂	丿乛丨乛
鳚	丿乛乛一
问	丶丨口口
文	丶一丿丶
温	水日一
闻	丶丨一丨
稳	丿一丿乛
吻	口丿乛丿
纹	乛乛丶一
雯	一丶丶一
蚊	丨乛丶一
芠	草丶一
瘟	丶一日
紊	丶一乛乛
汶	水丶一丿
玟	一一丶一
刎	丿乛丨丨
炆	未知
璺	丿丨一一
阌	丶丨丿丶
辒	一乛日
榅	未知
蕰	未知
鳁	丿乛日
翁	丿丶乛丶
嗡	口丿丶乛
瓮	丿丶一乛
蓊	草丿丶
蕹	草丶一
滃	水丿丶
鹟	丿丶丿乛
我	丿一丨一
握	手乛一
窝	丶丶口丨
卧	一丨丨丶
沃	水丿一丿
倭	人丿一丨
龌	丨一乛一
蜗	丨乛口丨
渥	水乛一丿
斡	十人丶
幄	丨乛乛一
挝	手一丨
莴	草口丨
硪	一丿丿一
肟	月一一乛
偓	人乛一
涴	未知
踒	未知
物	丿一丿乛
五	一丨乛一
武	一一丨一
务	丿乛乛丿
屋	乛一一乛
舞	丿一丿乛
吴	口一一丿
午	丿一十
误	丶乛口一
雾	一丶丿乛
乌	丿乛乛一
悟	丶丶一丨
伍	人一丨乛
呜	口丿乛乛
巫	一丨丿丶
吾	一丨口口
污	水一一乛
捂	手一丨
勿	丿乛丿丿
兀	一丿乛乛
侮	人丿一乛
唔	口一丨乛
梧	木一丨乛
妩	乛丿一一
芜	草一一
诬	丶乛一丨
坞	土丿乛
毋	乛乛丿一
晤	日一丨
蜈	丨乛口一
邬	丿乛乛丨
鹉	一一丿乛
戊	一丿乛丿
忤	丶丶丿一
骛	乛丶乛乛
鹜	乛丶丿乛
仵	人丿一
婺	乛丶乛丿
钨	金丿乛
杌	木一丿乛
焐	丶丿一丨
庑	丶一一一
寤	丶丶乛丨
鋈	水丿金
痦	丶一一丨
怃	丶丶一一
牾	丿一一丨
圬	土一一
浯	水一丨乛
芴	草丿乛
迕	丿一丶乛
鼯	丿丨一丨
旿	未知
靰	未知
洿	未知
鹀	未知
郚	未知
屼	未知
珷	未知
铻	金一丨
峿	未知
珸	一一一丨
西	一丨乛丿
喜	士口丶
息	丿丨丶乛
细	乛乛丨乛
希	丿丶一丿
习	乛丶一一
吸	口丿乛丶
戏	乛丶一乛
洗	水丿一丨
惜	丶丶一丨
席	丶一丨乛
袭	一丿丶一
悉	丿丶丶乛
嘻	口士口
析	木丿丿一
稀	丿一丿丶
熙	一丨丶丶
夕	丿乛丶丶
晰	日木丿
溪	水丿丶丶
兮	丿丶一乛
牺	丿一一丨
膝	月木人丨
媳	乛丿丿丨
隙	乛丨丨丿
昔	一丨日
锡	金日
嬉	乛丿士
熄	丶丿丿丨
犀	乛一水丶
曦	日丶丿
禧	丶乛士
皙	木丿丿丨
玺	丿乛一一
汐	水丿乛丶
蜥	丨乛木丿
奚	丿丶乛乛
唏	口丿丶一
羲	丶丿丿一
淅	水木丿丿
徙	丿丿丨一
熹	士口丶
蟋	丨乛丿丶
翕	人一乛丶
檄	木丿丨乛
僖	人士口
窸	未知
铣	金丿一
郗	丿丶乛丨
晞	日丿丶
烯	丶丿丿丶
屃	未知
浠	水丿丶一
阋	丶丨丿丨
樨	木乛一丿
傒	未知
醯	一丨丶一
隰	乛丨日
螅	丨乛丿丨
爔	未知
屣	乛一丿丿
硒	一丿一丨
釐	未知
葸	草丨乛
咥	未知
豨	未知
禊	丶乛一一
饩	丿乛丿一
郤	丿丶乛丨
觋	一丨丨乛
穸	丶丶丿乛
嶲	丨乛人
舄	丿丨丿乛
舾	丿丿一丨
谿	丿丶丿丶
恓	丶丶一丿
蓰	草丿丿
鼷	丿丨丿丶
粞	丶丿一丨
巇	未知
憙	未知
绤	未知
菥	草木丿
枲	未知
潟	未知
肸	未知
酅	未知
睎	未知
觿	未知
嶍	未知
暿	日士口
俙	未知
熻	未知
饻	丿乛丶一
鳛	丿乛乛丶
下	一丨丶丶
夏	一丿丿乛
侠	人一丶丿
霞	一丶乛一
瞎	丨乛丶丶
狭	丿乛一丶
暇	日乛一
峡	丨乛一丶
虾	丨乛一丨
辖	一乛丶丶
匣	一丨乛一
瑕	一一乛一
遐	乛一丶乛
黠	丨乛士
呷	口丨乛一
狎	丿乛丨乛
罅	丿一丨一
硖	一丿一丶
柙	木丨乛一
叚	未知
翈	未知
先	丿一丿乛
现	一一丨乛
显	日丨丨
线	乛乛一一
险	乛丨人一
仙	人丨乛丨
咸	一丿一口
鲜	丿乛丶丿
限	乛丨乛一
闲	丶丨木木
陷	乛丨丿乛
县	丨乛乛丶
献	十一丿
贤	丨丨贝
嫌	乛丿丶丿
羡	丶丿丶一
弦	乛一丶一
掀	手丿丿
宪	丶丶丿一
衔	丿丿金
娴	乛丿丶丨
涎	水丿丨一
馅	丿乛丿乛
舷	丿丿丶一
腺	月丿丨乛
暹	日丶乛
苋	草丨乛
冼	丶一丿一
藓	草丿乛
锨	金丿丿
霰	一丶一丨
跹	口丨丿一
忺	丶丶丿乛
痫	丶一丶丨
祆	丶乛一一
岘	丨乛丨乛
酰	一丨丿一
跣	口丨丿一
燹	一丿丶丿
狝	丿乛丿乛
蚬	丨乛丨乛
猃	丿乛人一
籼	丶丿丨乛
鹇	丶丨丿乛
筅	丿一丿一
莶	草人一
氙	丿一丨乛
挦	手乛一
崄	丨乛人一
缐	乛乛丿丨
孅	乛丿人人
伭	人丶一乛
禒	丶乛乛乛
㬎	日乛乛
想	木丨丶乛
向	丿丨口口
相	木丨乛一
像	人丿乛丨
象	丿乛丨乛
响	口丿丨乛
香	丿一日
项	一丨一丿
乡	乛乛丿丿
享	丶一口乛
翔	丶丿乛丶
箱	丿一木丨
祥	丶乛丶丿
详	丶乛丶丿
湘	水木丨乛
厢	一丿木丨
襄	丶一口丨
镶	金丶一
橡	木丿乛丨
饷	丿乛丿丨
骧	乛乛丶一
飨	乛乛人丶
庠	丶一丶丿
缃	乛乛木丨
芗	草乛乛
鲞	丶丿丿乛
瓖	一一丶一
𬙋	乛乛丶一
葙	草木丨
珦	一一丿丨
小	丨丿丶丶
笑	丿一丿一
消	水丨丶丿
晓	日一乛
萧	草乛一
效	丶一丿一
销	金丨丶
肖	丨丶月月
啸	口乛一一
孝	十乛丨
逍	丨丶丶乛
潇	水草乛
削	丨丶丨丨
嚣	口丨一丿
霄	一丶丨丶
宵	丶丶丨丶
哮	口十一
箫	丿一乛一
筱	丿一人丨
枭	丿乛木木
硝	一丿丨丶
骁	乛乛一乛
淆	水丿丶一
魈	丿丨丨丶
绡	乛乛丨丶
哓	口一乛丿
鸮	口一丿乛
崤	丨乛丿丶
枵	木口一乛
猇	丿乛丨一
洨	未知
翛	未知
虓	丿乛丨一
涍	未知
蟏	未知
敩	未知
滧	未知
皛	丿丨丿丨
些	丨一一一
血	丿丨乛丨
谢	丶乛丿丨
写	丶乛一乛
邪	一乛乛丨
协	十乛丿
鞋	一丨土
斜	人一丶丶
泄	水一丨丨
胁	月乛丿丶
歇	日丿乛
屑	乛一丨丶
械	木一一丿
携	手人丶
谐	丶乛一乛
卸	丿一乛丨
挟	手一丶
泻	水丶乛一
懈	丶丶丿乛
蝎	丨乛日
蟹	丿乛丨乛
亵	丶一手
邂	丿乛丶乛
偕	人一乛丿
榭	木丿丨乛
燮	丶一乛丶
楔	木一一一
撷	手士
瀣	水丨一丿
獬	丿乛丿乛
勰	乛丿丨乛
廨	丶一丿乛
缬	乛乛士
躞	口丨丶一
绁	乛乛一丨
渫	水一丨丨
薤	草一丿
榍	木乛一丿
揳	手一一
澥	水丿乛丿
薢	草丿乛
叶	口十十
㙦	未知
偰	人一一丨
新	丶一丿丿
心	丶乛丶丶
信	人丶一一
欣	丿丿丿乛
辛	丶一十
馨	士丿一
薪	草丶一
歆	丶一丿乛
昕	日丿丿
衅	丿丨丶丿
芯	草丶乛
鑫	金金
忻	丶丶丿丿
锌	金丶一
炘	丶丿丿丿
囟	丿丨丿丶
伈	人丶乛丶
䜣	丶乛丿
性	丶丶丿一
星	日丿一
形	一一丿丿
兴	丶丶丿丶
醒	一丨日
幸	土丶丿
型	一一土
姓	乛丿丿一
刑	一一丨丨
腥	月日丿
杏	木口口
猩	丿乛日
惺	丶丶日
邢	一一乛丨
悻	丶丶土
荥	草水水
擤	手丿丨
陉	乛丨乛丶
荇	草丿丿
饧	丿乛乛丿
骍	未知
硎	一丿一一
钘	金一一
瑆	一一日
婞	乛丿土
铏	金一一
煋	未知
兄	口丿乛乛
胸	月丿乛丿
雄	一丿人丶
凶	丿丶乛丨
熊	乛丶丶丶
汹	水丿丶乛
匈	丿乛丿丶
芎	草乛一
讻	丶乛丿丶
夐	未知
诇	丶乛丨乛
修	人丨丿乛
秀	丿一乛丿
休	人木木
羞	丶丿乛丨
袖	丶乛丨乛
绣	乛乛丿一
嗅	口丿丨乛
朽	木一乛乛
锈	金丿一
咻	口人木木
岫	丨乛丨乛
貅	丿丶人木
馐	丿乛丶丿
庥	丶一人木
脩	未知
溴	水丿丨乛
琇	一一丿一
髹	一丨人木
鸺	人木丿乛
珛	一一一丿
滫	未知
䗛	未知
许	丶乛丿一
续	乛乛十
需	一丶一丿
须	丿丿一丿
虚	丨一丨丨
徐	丿丿人一
绪	乛乛十
序	丶一乛丶
旭	丿乛日
叙	人一乛丶
吁	口一一丨
蓄	草丶一
絮	乛丿乛乛
婿	乛丿乛丨
恤	丶丶丿丨
栩	木乛丶一
墟	土丨一
诩	丶乛乛丶
煦	日丶丶
胥	乛丨月月
酗	一丨丿丶
顼	一一一丿
勖	丨乛乛丿
蓿	草丶丶
盱	丨乛一一
魆	未知
洫	水丿丨乛
溆	水人一乛
糈	丶丿乛丨
谞	丶乛乛丨
媭	未知
昫	未知
醑	一丨乛丨
珝	未知
旴	未知
湑	未知
垿	未知
㳚	未知
冔	未知
选	丿一丶乛
玄	丶一乛乛
宣	丶丶一
旋	丶一丿一
轩	一乛一一
悬	丨乛丶乛
喧	口丶丶乛
璇	一一丶一
眩	丨乛丶一
炫	丶丿丶一
萱	草丶丶
漩	水丶一乛
绚	乛乛丿乛
暄	日丶丶
渲	水丶丶乛
煊	丶丿丶丶
泫	水丶一乛
铉	金丶一
瑄	未知
烜	未知
癣	丶一丿乛
禤	未知
谖	丶乛丿丶
儇	人丨乛丨
玹	未知
楦	木丶丶乛
碹	一丿丶丶
晅	未知
衒	未知
翾	未知
痃	丶一丶一
昡	未知
咺	未知
暶	未知
愃	未知
琄	未知
学	丶丶乛丨
雪	一丶乛一
穴	丶丶丿丶
薛	草丿丨
靴	一丨人丿
谑	丶乛丨一
噱	口丨一乛
踅	手口丨
鳕	丿乛一丶
茓	草丶丶
峃	丶丶丨乛
冇	一丿丨乛
寻	乛一一丨
训	丶乛丿丨
迅	乛一丶乛
巡	乛乛丶乛
讯	丶乛乛一
询	丶乛丿乛
逊	乛丨丶乛
循	丿丿丿丿
勋	丶乛乛丿
熏	丿一丶丶
旬	丿乛日
驯	乛乛丿丨
荀	草丿乛
薰	草丿一
殉	一丿丿乛
醺	一丨丿一
洵	水丿乛
峋	丨乛丿乛
巽	乛一一丨
珣	一一丿乛
汛	水乛一丨
徇	丿丿丿乛
浔	水乛一一
埙	土口丨
恂	丶丶丿乛
蕈	草一丨
鲟	丿乛乛一
曛	日丿一
獯	丿乛丿一
噀	未知
栒	未知
呀	口一乛丨
亚	一丨丨丶
压	一丿土
雅	一乛人丶
牙	一乛丨丿
丫	丶丿丨丨
讶	丶乛一乛
涯	水一丿
哑	口一丨丨
崖	丨乛一丿
娅	乛丿一丨
押	手丨乛
鸭	丨乛丿乛
鸦	一乛丿乛
衙	丿丿一丨
芽	草一乛
伢	人一乛丨
琊	一一一乛
桠	木一丨丨
睚	丨乛一丿
垭	土一丨
岈	丨乛一乛
迓	一乛丶乛
蚜	丨乛一乛
玡	未知
揠	手一
猰	未知
氩	丿一一丨
砑	一丿一乛
堐	土一丿
眼	丨乛乛一
言	丶一一一
严	一丨丨丶
烟	丶丿丨乛
演	水丶丶乛
验	乛乛人一
研	一丿一一
燕	一丨口丶
颜	丶一一丿
掩	手一丿
延	丿丨乛丶
厌	一丿一丿
艳	一一丿乛
炎	丶丿丶丿
沿	水丿乛口
焰	丶丿丿乛
岩	丨乛一丿
淹	水一丿丶
咽	口丨乛一
宴	丶丶日
嫣	乛丿一丨
妍	乛丿一一
彦	丶一丿丿
雁	一丿人人
阎	丶丨丿乛
盐	土丨乛
焉	一丨一乛
衍	丿丿水一
檐	木丿乛一
奄	一丿丨乛
砚	一丿丨乛
焱	丶丿丶丿
俨	人一丨丨
晏	日丶丶
胭	月丨乛一
蜒	丨乛丿丨
魇	一丿丿丨
阉	丶丨一丿
湮	水一丨乛
琰	一一丶丿
筵	丿一丿丨
偃	人一日
闫	丶丨一一
阏	丶丨丶一
恹	丶丶一丿
谚	丶乛丶一
兖	丶一丿丶
堰	土一
鄢	一丨乛丨
滟	水一一一
赝	一丿贝
唁	口丶一一
鼹	丿丨日
芫	草一一
郾	一丨乛丨
酽	一丨一丨
餍	一丿人丶
厣	一丿丨乛
谳	丶乛十
崦	丨乛一丿
弇	人一一丿
黡	一丿丨乛
罨	丨乛一丿
渰	水人一口
掞	未知
嬿	未知
棪	未知
扊	未知
沇	未知
甗	未知
殷	丿丿丿乛
䶮	未知
墕	未知
戭	未知
漹	未知
虤	未知
蝘	未知
觃	未知
样	木丶丿一
阳	乛丨日
杨	木乛丿丿
扬	手乛丿
养	丶丿丿丨
洋	水丶丿一
仰	人丿乛乛
央	丨乛一丿
羊	丶丿一一
痒	丶一丶丿
漾	水丶丿一
氧	丿一丶丿
恙	丶丿丶乛
佯	人丶丿一
鸯	丨乛丿乛
殃	一丿丨乛
怏	丶丶丨乛
秧	丿一丨乛
炀	丶丿乛丿
泱	水丨乛一
鞅	一丨丨乛
徉	丿丿丶丿
烊	丶丿丶丿
疡	丶一乛丿
旸	日乛丿丿
飏	丿乛乛丿
羕	丶丿丶乛
蛘	丨乛丶丿
垟	土丶丿一
玚	一一乛丿
咉	口丨乛一
钖	金乛丿
要	一丨乛丿
摇	手丿丶
药	草乛乛
妖	乛丿丿一
腰	月一丨乛
咬	口丶一丿
遥	丿丶丶乛
耀	丨丶乛丶
瑶	一一丿丶
姚	乛丿丿丶
邀	丿丨丶乛
钥	金月月
夭	丿一丿丶
谣	丶乛丿丶
幺	乛乛丶丶
窑	丶丶丿一
尧	一乛一丿
吆	口乛乛丶
肴	丿丶一丿
约	乛乛丿乛
曜	日乛丶
窈	丶丶乛乛
杳	木日日
舀	丿丶丿丨
爻	丿丶丿丶
鹞	丿丶丿乛
徭	丿丿丿丶
轺	一乛乛丿
鳐	丿乛丿丶
崾	丨乛一丨
窅	丶丶丨乛
峣	丨乛一乛
垚	土土
珧	一一丿丶
靿	未知
猺	丿乛丿丶
媱	乛丿丿丶
㙘	土一丨
也	乛丨乛乛
业	丨丨丶丿
夜	丶一人丿
爷	丿丶乛丨
野	丨乛乛丶
液	水丶一人
耶	一丨乛丨
页	一丿贝
曳	丨乛一一
冶	丶一乛丶
烨	丶丿人丿
噎	口士丶
腋	月丶一人
靥	一丿一丿
椰	木一丨丨
掖	手丶一
晔	日人丿
邺	丨丨乛丨
谒	丶乛日
揶	手一丨
铘	金一乛
倻	人一丨丨
馌	丿乛土
一	一一
以	乛丶人人
已	乛一乛乛
意	丶一丶乛
衣	丶一丿乛
亿	人乛乛
易	日丿乛
依	人丶一丿
义	丶丿丶丶
异	乛一一丿
疑	丿乛乛丶
议	丶乛丶丿
医	一丿一一
伊	人乛一一
移	丿一丿乛
忆	丶丶乛乛
艺	草乛乛
亦	丶一丿丨
翼	乛丶丨乛
遗	丨乛丶乛
益	丶丿丨乛
宜	丶丶丨乛
椅	木一丿丶
仪	人丶丿丶
逸	丿乛丶乛
姨	乛丿一乛
怡	丶丶乛丶
抑	手丿乛
毅	丶一丿乛
役	丿丿丿乛
译	丶乛乛丶
夷	一乛一乛
溢	水丶丿一
咦	口一乛一
倚	人一丿丶
矣	乛丶丿一
谊	丶乛丶丶
乙	乛乛
蚁	丨乛丶丿
奕	丶一一丿
漪	水丿乛丿
疫	丶一丿乛
绎	乛乛乛丶
裔	丶一丨乛
揖	手口一
颐	一丨一丿
驿	乛乛乛丶
弈	丶一一丿
懿	士丶一
邑	口乛丨一
熠	丶丿乛丶
屹	丨乛丿一
沂	水丿丿一
羿	乛丶一丿
诣	丶乛丿乛
翌	乛丶丶一
轶	一乛丿一
呓	口草乛
翊	丶一乛丶
蜴	丨乛日
弋	一乛丶丶
咿	口人乛一
旖	丶一丿一
祎	丶乛一一
臆	月丶一丶
彝	乛乛丶丿
贻	贝乛丶
噫	口丶一丶
佚	人丿一一
迤	丿一丶乛
壹	士一口
缢	乛乛丶丿
翳	一丿乛丶
胰	月一乛一
痍	丶一一乛
薏	草丶一
嶷	丨乛丿乛
饴	丿乛乛丶
苡	草乛丶
悒	丶丶口乛
猗	丿乛一丿
诒	丶乛乛丶
黟	丨乛丿乛
峄	丨乛乛丶
镱	金丶一
怿	丶丶乛丶
眙	丨乛乛丶
知	丿一口口
肄	丿乛乛一
铱	金丶一
挹	手口乛
乂	丿丶丶
刈	丿丶丨丨
癔	丶一丶一
镒	金丶丿
埸	土日
佾	人丿丶月
圯	土乛一
瘗	丶一一丶
燚	丶丿丶丿
劓	丿丨丨丨
殪	一丿士
浥	水口乛丨
扆	未知
廙	未知
簃	未知
嫕	未知
舣	丿丿丶丿
杙	未知
钇	金乛乛
鹢	未知
宧	未知
洢	未知
酏	一丨乛丨
繄	未知
裛	未知
椸	未知
踦	未知
扅	未知
佁	未知
勚	未知
匜	未知
鹝	未知
㑊	未知
枍	未知
潩	未知
螠	未知
因	丨乛一丿
音	丶一日
引	乛一丨丨
隐	乛丨丿乛
银	金乛一
阴	乛丨月月
印	丿乛乛丨
吟	口人丶乛
饮	丿乛丿乛
淫	水丿丶丶
姻	乛丿丨乛
尹	乛一一丿
茵	草丨乛
瘾	丶一乛丨
胤	丿乛乛丶
荫	草乛丨
寅	丶丶一丨
垠	土乛一
氤	丿一丨乛
蚓	丨乛乛一
喑	口丶一丶
洇	水丨乛一
龈	丨一乛一
鄞	一丨乛丨
夤	丿乛丶丶
窨	丶丶丶一
霪	一丶水丿
狺	丿乛丶一
愔	丶丶丶一
堙	土一丨
訚	未知
吲	口乛一乛
铟	金丨乛
嚚	未知
禋	未知
骃	未知
慭	未知
硍	未知
珢	未知
茚	草丿乛
蟫	未知
龂	未知
崟	丨乛金
溵	未知
歅	未知
䲟	未知
应	丶一丶丶
影	日丿丿
英	草丨乛
营	草口口
迎	丿乛丶乛
硬	一丿一丨
鹰	丶一丿乛
赢	丶一口月
映	日丨乛
莹	草一一
盈	乛丿丨乛
婴	贝乛丿
樱	木贝丨
颖	丿乛一丿
莺	草丿乛
蝇	丨乛口丨
嬴	丶一口月
萤	草丨乛
荧	草丶丿
萦	草乛乛
瑛	一一草
缨	乛乛贝
瀛	水丶一乛
嘤	口贝丨
膺	丶一月月
滢	水草丶
鹦	贝丿乛
罂	贝丿一
璎	一一贝
郢	口一乛丨
颍	丿乛一丿
茔	草土
楹	木乛丿乛
撄	手贝
潆	水草丶
媵	月丶丿一
瘿	丶一贝
锳	金草
蓥	草金
溁	水草丶
媖	乛丿草
䓨	草丿一
用	丿乛一一
永	丶乛乛丿
拥	手丿乛
勇	乛丶乛丿
佣	人丿乛一
庸	丶一乛一
泳	水丶乛乛
雍	丶一乛乛
咏	口丶乛乛
甬	乛丶丨乛
慵	丶丶丶一
俑	人乛丶丨
恿	乛丶丶乛
臃	月丶一乛
蛹	丨乛乛丶
邕	乛乛口乛
踊	口丨乛丶
墉	土丶一
镛	金丶一
颙	丨乛一丿
痈	丶一丿乛
壅	丶一土
饔	丶一人丶
鳙	丿乛丶一
澭	水丶一乛
鄘	丶一乛丨
埇	土乛丶
栐	木丶乛乛
喁	口丨乛一
㶲	丶丶丿乛
鲬	丿乛乛丶
有	一丿月月
又	乛丶丶
由	丨乛一丨
友	一丿乛丶
游	水丶一乛
右	一丿口口
优	人一丿乛
犹	丿乛一丿
幽	丨乛乛乛
油	水丨乛一
尤	一丿乛丶
忧	丶丶一丿
悠	人丨丶乛
诱	丶乛丿一
幼	乛乛乛丿
佑	人一丿口
邮	丨乛乛丨
黝	丨乛乛乛
呦	口乛乛丶
攸	人丨丿一
鱿	丿乛一丿
酉	一丨乛丿
繇	丿丶丿乛
柚	木丨乛一
祐	丶乛一丿
铀	金丨乛
猷	丶丿一丿
釉	丿丶丨乛
莠	草丿一
囿	丨乛一丿
鼬	丿丨丨乛
宥	丶丶一丿
莜	草人丨
疣	丶一一丿
侑	人一丿月
牖	丿丨丶乛
蝣	丨乛丶一
蚴	丨乛乛乛
羑	丶丿丿乛
蚰	丨乛丨乛
莸	草丿乛
卣	丨一丨乛
麀	丶一乛丨
耰	一一一丿
浟	水人丨丿
槱	木一丨乛
铕	金一丿
鲉	丿乛丨乛
与	一乛一一
于	一一丨丨
语	丶乛一丨
雨	一丨乛丨
玉	一一丨一
余	人一一丨
遇	丨乛丶乛
欲	丿丶丿乛
羽	乛丶乛丶
宇	丶丶一一
鱼	丿乛丨乛
预	乛丶一丿
育	丶一月月
御	丿丿丿一
郁	一丿乛丨
豫	乛丶丿乛
域	土一口
狱	丿乛丶乛
予	乛丶乛丨
愈	人一丶乛
浴	水丿丶丿
誉	丶丶丶一
愉	丶丶人一
愚	丨乛丶乛
於	丶一人丶
裕	丶乛丿丶
娱	乛丿口一
瑜	一一人一
喻	口人一月
寓	丶丶丨乛
渔	水丿乛丨
虞	丨一口一
俞	人一月丨
禹	丿丨乛一
煜	丶丿日
舆	丿丨丿丶
谕	丶乛人一
逾	人一丶乛
榆	木人一月
屿	丨乛一乛
钰	金一一
驭	乛乛乛丶
渝	水人一月
迂	一一丶乛
淤	水丶一乛
毓	丿一丶一
瑀	未知
妤	乛丿乛丶
昱	日丶一
隅	乛丨丨乛
禺	丨乛一一
芋	草一一
聿	乛一一一
臾	丿丨一乛
揄	手人一
峪	丨乛丿丶
觎	人一丨乛
妪	乛丿一丿
谀	丶乛丿一
腴	月丿丨一
盂	一一丨乛
彧	一乛口一
庾	丶一丿丨
瘀	丶一丶一
燏	未知
棫	未知
蜮	丨乛一口
圄	丨乛一丨
竽	丿一一一
欤	一乛丿乛
萸	草丿丨
鹬	乛丶丿乛
鬻	乛一一口
龉	丨一一丨
窳	丶丶丿丿
圉	丨乛土
纡	乛乛一一
狳	丿乛人一
俣	人口一一
燠	丶丿丿丨
瘐	丶一丿丨
伛	人一丿丶
饫	丿乛丿一
淯	未知
阈	丶丨一口
蝓	丨乛人一
舁	丿丨一丿
遹	未知
雩	一丶一一
鹆	丿丶丿乛
窬	丶丶人一
熨	乛一丶丿
玙	未知
嵛	丨乛人一
堉	未知
褕	未知
矞	乛丶丨乛
畬	未知
嵎	未知
蓣	草乛丶
髃	未知
滪	未知
潏	未知
悆	未知
敔	未知
邘	一一乛丨
鄅	未知
艅	未知
㺄	未知
原	一丿丿丨
远	一一丶乛
员	口贝丿
元	一一丿乛
院	乛丨丶丶
愿	一丿丶乛
园	丨乛一一
源	水一丿丿
圆	丨乛口
缘	乛乛乛乛
怨	丿乛丶乛
援	手丿丶
袁	土口丿
辕	一乛土
渊	水丿丶丿
冤	丶乛丿乛
媛	乛丿丿丶
苑	草丿乛
猿	丿乛土
鸳	丿乛丿乛
垣	土一
鸢	一乛丿乛
沅	水一一丿
爰	丿丶一一
瑗	一一丿丶
塬	土一丿
鼋	一一口丨
掾	手乛乛
垸	土丶丶
螈	丨乛一丿
橼	木乛乛一
蜎	丶乛口月
嫄	乛丿一丿
箢	丿一丶丶
湲	水丿丶丶
眢	丿乛丨乛
妧	乛丿一一
羱	丶丿一丿
越	土一乛
月	月月
跃	口丨丿一
岳	丿丨丨乛
悦	丶丶丶丿
曰	日日
阅	丶丨丶丿
粤	丿丨一乛
玥	一一月
钺	金一乛
樾	木土丨
刖	月丨丨丨
彟	未知
瀹	水人一丨
龠	人一口口
爚	丶丿人一
籥	丿一人一
云	一一乛丶
运	一一丶乛
晕	日一乛
允	乛丶丿乛
韵	丶一丿乛
芸	草一一
孕	乛丿乛丨
蕴	草乛乛
匀	丿乛丶一
陨	乛丨口
